city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Bhubaneshwar,Bhubaneshwar,20.27,85.84,India,IN,IND,Odisha,admin,837737,1356140143
P?rna,Purna,19.18,77.05,India,IN,IND,Mah?r?shtra,,36433,1356140147
S?hpur,Sahpur,25.7035,85.1483,India,IN,IND,Bih?r,,15273,1356140305
Sarso,Sarso,26.2333,86.1768,India,IN,IND,Bih?r,,18969,1356140387
Konn?r,Konnur,16.2013,74.7436,India,IN,IND,Karn?taka,,27474,1356140426
Hungund,Hungund,16.0621,76.0586,India,IN,IND,Karn?taka,,23808,1356140443
Lagunia Raghukanth,Lagunia Raghukanth,25.8195,85.7725,India,IN,IND,Bih?r,,9284,1356140452
Til?ri,Tilari,25.004,85.252,India,IN,IND,Bih?r,,12649,1356140676
Guntakal,Guntakal,15.17,77.38,India,IN,IND,Andhra Pradesh,,126270,1356140724
Doranahalli,Doranahalli,16.7324,76.9162,India,IN,IND,Karn?taka,,14097,1356140754
Diphu,Diphu,25.83,93.43,India,IN,IND,Assam,,61797,1356140802
Gandh?ri,Gandhari,18.3932,78.1174,India,IN,IND,Andhra Pradesh,,11432,1356140911
G?ndh?dh?m,Gandhidham,23.08,70.13,India,IN,IND,Gujar?t,,248705,1356140913
Gh?nd?nagar,Ghandinagar,23.2231,72.65,India,IN,IND,Gujar?t,admin,195891,1356140914
Barg?r,Bargur,12.5429,78.3574,India,IN,IND,Tamil N?du,,16608,1356140947
Moda,Moda,13.8246,77.4421,India,IN,IND,Andhra Pradesh,,10752,1356140958
Vardann?pet,Vardannapet,17.7735,79.5731,India,IN,IND,Andhra Pradesh,,15787,1356141021
Kabira,Kabira,25.6897,86.4852,India,IN,IND,Bih?r,,10589,1356141047
Kaguchi,Kaguchi,11.4519,76.8061,India,IN,IND,Tamil N?du,,14988,1356141085
Robertsganj,Robertsganj,24.7,83.07,India,IN,IND,Uttar Pradesh,,36689,1356141088
Har?pur,Haripur,31.53,75.92,India,IN,IND,Punjab,,168443,1356141115
Tekkalakote,Tekkalakote,15.5348,76.8785,India,IN,IND,Karn?taka,,26224,1356141123
Kalliyassh?ri,Kalliyassheri,11.9712,75.3616,India,IN,IND,Kerala,,31122,1356141252
Annigeri,Annigeri,15.4251,75.4335,India,IN,IND,Karn?taka,,33937,1356141254
Talayolaparambu,Talayolaparambu,9.785,76.4481,India,IN,IND,Kerala,,22571,1356141304
Isr?in Kal?n,Israin Kalan,25.9844,87.0372,India,IN,IND,Bih?r,,15334,1356141383
Karambakkudi,Karambakkudi,10.4587,79.141,India,IN,IND,Tamil N?du,,15913,1356141439
Chicacole,Chicacole,18.3,83.9,India,IN,IND,Andhra Pradesh,,137944,1356141471
Tora,Tora,21.3262,83.6708,India,IN,IND,Odisha,,18093,1356141491
Mart?ru,Marturu,10.1694,76.4292,India,IN,IND,Kerala,,17862,1356141495
Kalasa,Kalasa,13.234,75.3553,India,IN,IND,Karn?taka,,11198,1356141567
Ratia,Ratia,29.6833,75.575,India,IN,IND,Hary?na,,37152,1356141622
Naduhatti,Naduhatti,11.4043,76.816,India,IN,IND,Tamil N?du,,12628,1356141769
Barud,Barud,21.7497,75.527,India,IN,IND,Madhya Pradesh,,12749,1356142011
Chilk?ru,Chilkuru,16.9611,79.9125,India,IN,IND,Andhra Pradesh,,18952,1356142066
Gidha,Gidha,26.0507,86.8176,India,IN,IND,Bih?r,,9068,1356142284
Barhampur,Barhampur,26.3042,86.4729,India,IN,IND,Bih?r,,20764,1356142503
Ketugr?m,Ketugram,23.7017,88.0439,India,IN,IND,West Bengal,,9990,1356142528
Siruval?r,Siruvalur,11.36,77.4575,India,IN,IND,Tamil N?du,,9890,1356142549
Baharu,Baharu,22.204,88.4283,India,IN,IND,West Bengal,,16155,1356142669
Ingr?j B?z?r,Ingraj Bazar,25.0119,88.1433,India,IN,IND,West Bengal,,300088,1356142829
Sirsi,Sirsi,14.6194,74.8375,India,IN,IND,Karn?taka,,62882,1356142917
Dhr?ngadhra,Dhrangadhra,22.98,71.47,India,IN,IND,Gujar?t,,75133,1356143071
R?mnagar Bankat,Ramnagar Bankat,26.7595,84.6122,India,IN,IND,Bih?r,,9774,1356143200
Somv?rpet,Somvarpet,12.597,75.8496,India,IN,IND,Karn?taka,,9530,1356143374
Kh?npur,Khanpur,25.341,83.074,India,IN,IND,Uttar Pradesh,,10000,1356143460
Tandar?mpattu,Tandarampattu,12.1533,78.9473,India,IN,IND,Tamil N?du,,9366,1356143548
Mann?r,Mannur,17.2994,76.0984,India,IN,IND,Karn?taka,,14263,1356143550
Umga,Umga,24.6396,84.5577,India,IN,IND,Bih?r,,24261,1356143590
Varandarapilli,Varandarapilli,10.4167,76.3333,India,IN,IND,Kerala,,27343,1356143594
Sirumugai,Sirumugai,11.3214,77.0052,India,IN,IND,Tamil N?du,,25585,1356143655
Gondauli,Gondauli,27.83,77.88,India,IN,IND,Uttar Pradesh,,8861,1356143660
Telaprolu,Telaprolu,16.586,80.89,India,IN,IND,Andhra Pradesh,,8984,1356143966
Guru Har Sah?i,Guru Har Sahai,30.7086,74.4041,India,IN,IND,Punjab,,18943,1356143986
Pazhanji,Pazhanji,10.6885,76.0505,India,IN,IND,Kerala,,13339,1356143998
Khunti Dhanaili,Khunti Dhanaili,25.9376,87.379,India,IN,IND,Bih?r,,16304,1356144139
Attippattu,Attippattu,13.2633,80.2911,India,IN,IND,Tamil N?du,,11237,1356144266
Aruppukkottai,Aruppukkottai,9.5139,78.1002,India,IN,IND,Tamil N?du,,87722,1356144326
Achankovil,Achankovil,8.9667,77.1431,India,IN,IND,Kerala,,11133,1356144564
Achampet,Achampet,16.399,78.637,India,IN,IND,Andhra Pradesh,,20721,1356144571
R?jmahal,Rajmahal,25.05,87.84,India,IN,IND,West Bengal,,17974,1356144679
M?nak,Munak,29.5203,76.8401,India,IN,IND,Hary?na,,20000,1356144714
Golakpur,Golakpur,25.1777,85.0728,India,IN,IND,Bih?r,,8866,1356145038
Raonta,Raonta,30.5619,75.19,India,IN,IND,Punjab,,8558,1356145072
Padinj?reb?gam,Padinjarebagam,10.3222,76.1792,India,IN,IND,Kerala,,9959,1356145187
Karn?l,Karnal,29.686,76.989,India,IN,IND,Hary?na,,357334,1356145204
Kishunpur,Kishunpur,25.7947,86.8237,India,IN,IND,Bih?r,,9963,1356145353
Badvel,Badvel,14.75,79.05,India,IN,IND,Andhra Pradesh,,70626,1356145368
Udipi,Udipi,13.3389,74.7451,India,IN,IND,Karn?taka,,165401,1356145399
Chitvel,Chitvel,14.1667,79.3333,India,IN,IND,Andhra Pradesh,,8943,1356145461
Guttikonda,Guttikonda,16.43,79.834,India,IN,IND,Andhra Pradesh,,8931,1356145475
Palh?lan,Palhalan,34.1823,74.5506,India,IN,IND,Jammu and Kashm?r,,15540,1356145709
V?r?nasi,Varanasi,25.3189,83.0128,India,IN,IND,Uttar Pradesh,,1198491,1356145782
Belma,Belma,12.9772,74.9969,India,IN,IND,Karn?taka,,10220,1356145979
J?yal,Jayal,27.2167,74.1833,India,IN,IND,R?jasth?n,,17000,1356146027
Guruv?y?r,Guruvayur,10.5946,76.0369,India,IN,IND,Kerala,,67006,1356146032
Amroha,Amroha,28.9044,78.4675,India,IN,IND,Uttar Pradesh,,198471,1356146062
Tekpanja,Tekpanja,22.2086,88.3122,India,IN,IND,West Bengal,,9107,1356146174
?tmak?r,Atmakur,14.6167,79.6167,India,IN,IND,Andhra Pradesh,,29419,1356146231
Sikti?hi,Siktiahi,26.4812,86.4023,India,IN,IND,Bih?r,,10352,1356146314
Chandi,Chandi,22.3503,88.2828,India,IN,IND,West Bengal,,13332,1356146343
Warud,Warud,21.4167,78.4,India,IN,IND,Mah?r?shtra,,45482,1356146392
Rang?puram,Rangapuram,15.4092,78.0746,India,IN,IND,Andhra Pradesh,,9375,1356146649
P?libh?t,Pilibhit,28.6267,79.8058,India,IN,IND,Uttar Pradesh,,175000,1356147005
K?shti,Kashti,18.5492,74.5822,India,IN,IND,Mah?r?shtra,,14235,1356147102
Ch?pra,Chapra,25.7848,84.7274,India,IN,IND,Bih?r,,212955,1356147120
Cannanore,Cannanore,11.8745,75.3704,India,IN,IND,Kerala,,232486,1356147157
Parli Vaijn?th,Parli Vaijnath,18.85,76.53,India,IN,IND,Mah?r?shtra,,90975,1356147175
Hokur Badasgom,Hokur Badasgom,33.6503,75.2359,India,IN,IND,Jammu and Kashm?r,,9088,1356147230
Bandalli,Bandalli,12.164,77.3504,India,IN,IND,Karn?taka,,12431,1356147283
Challakere,Challakere,14.312,76.651,India,IN,IND,Karn?taka,,55194,1356147299
Ch?palamadugu,Chapalamadugu,16.073,79.3775,India,IN,IND,Andhra Pradesh,,8560,1356147402
Jugi?l,Jugial,32.3684,75.6782,India,IN,IND,Punjab,,22001,1356147551
Khirpai,Khirpai,22.7,87.62,India,IN,IND,West Bengal,,16384,1356147739
Lohna,Lohna,26.2314,86.2095,India,IN,IND,Bih?r,,8556,1356147832
R?yachoti,Rayachoti,14.0583,78.7517,India,IN,IND,Andhra Pradesh,,91234,1356147853
R?wats?r,Rawatsar,29.28,74.38,India,IN,IND,R?jasth?n,,35102,1356147857
Biaora,Biaora,23.9163,76.9112,India,IN,IND,Madhya Pradesh,,50061,1356147862
Vellithiruthi,Vellithiruthi,10.6434,76.1624,India,IN,IND,Kerala,,22155,1356148030
Chautham,Chautham,25.5439,86.6567,India,IN,IND,Bih?r,,15107,1356148093
Mann?r,Mannur,10.8027,76.4698,India,IN,IND,Tamil N?du,,19805,1356148238
Bijni,Bijni,26.4959,90.703,India,IN,IND,Assam,,16589,1356148310
Santam?gul?ru,Santamaguluru,16.1303,79.9486,India,IN,IND,Andhra Pradesh,,9687,1356148353
Gaurh?ti,Gaurhati,22.7687,87.8084,India,IN,IND,West Bengal,,13084,1356148504
B?nk,Bank,24.9539,84.1928,India,IN,IND,Bih?r,,11484,1356148827
Jagann?thpur,Jagannathpur,25.6573,87.5886,India,IN,IND,Bih?r,,10996,1356148899
Chhimluang,Chhimluang,24.5157,92.8222,India,IN,IND,Mizoram,,10000,1356148925
Conjeeveram,Conjeeveram,12.8185,79.6947,India,IN,IND,Tamil N?du,,164384,1356148941
Agartala,Agartala,23.8314,91.2869,India,IN,IND,Tripura,admin,522613,1356148992
Sonpur,Sonpur,25.7,85.18,India,IN,IND,Bih?r,,288102,1356149014
Bah?darpur,Bahadarpur,21.2922,76.1806,India,IN,IND,Madhya Pradesh,,11571,1356149062
Sangr?mpur,Sangrampur,26.4752,84.6898,India,IN,IND,Bih?r,,24064,1356149238
Ghor?dal,Ghoradal,22.0519,88.3594,India,IN,IND,West Bengal,,12170,1356149424
Kalicherla,Kalicherla,13.8833,78.5333,India,IN,IND,Andhra Pradesh,,8999,1356149475
Sahjanwa,Sahjanwa,26.75,83.2167,India,IN,IND,Uttar Pradesh,,25091,1356149492
Kondrukota,Kondrukota,17.3477,81.6041,India,IN,IND,Andhra Pradesh,,9228,1356149548
Gaviniv?rip?lem,Gavinivaripalem,15.8378,80.4315,India,IN,IND,Andhra Pradesh,,14502,1356149556
Serm?devi,Sermadevi,8.6873,77.5662,India,IN,IND,Tamil N?du,,21523,1356149578
Mailavaram,Mailavaram,16.7833,80.6333,India,IN,IND,Andhra Pradesh,,21763,1356149702
Main?guri,Mainaguri,26.5658,88.8214,India,IN,IND,West Bengal,,30490,1356149706
Pallipram,Pallipram,11.15,75.9,India,IN,IND,Kerala,,38166,1356149733
Payyann?r,Payyannur,12.0935,75.2025,India,IN,IND,Kerala,,17961,1356149780
Kursaha,Kursaha,25.5588,85.6875,India,IN,IND,Bih?r,,8680,1356149795
Kujri,Kujri,26.2392,87.6366,India,IN,IND,Bih?r,,9505,1356149801
Amm?pettai,Ammapettai,10.7948,79.3199,India,IN,IND,Tamil N?du,,18349,1356150020
Gudipallip?du,Gudipallipadu,14.4588,80.0482,India,IN,IND,Andhra Pradesh,,17076,1356150052
Dhorgaon,Dhorgaon,25.9545,86.8933,India,IN,IND,Bih?r,,9649,1356150069
Katangi,Katangi,21.7737,79.8051,India,IN,IND,Madhya Pradesh,,19487,1356150118
P?lampur,Palampur,32.1097,76.5366,India,IN,IND,Him?chal Pradesh,,40385,1356150389
Balr?mpur,Balrampur,27.43,82.18,India,IN,IND,Uttar Pradesh,,81054,1356150506
Chinnatad?gam,Chinnatadagam,11.0816,76.8674,India,IN,IND,Tamil N?du,,10924,1356150509
Dumri,Dumri,25.5356,85.5996,India,IN,IND,Bih?r,,18126,1356150568
Hunasamaranhalli,Hunasamaranhalli,13.1435,77.62,India,IN,IND,Karn?taka,,9741,1356150700
Peddavadlap?di,Peddavadlapudi,16.4098,80.6114,India,IN,IND,Andhra Pradesh,,13076,1356150720
N?takki,Nutakki,16.2922,80.3324,India,IN,IND,Andhra Pradesh,,9236,1356150751
Shiu,Shiu,34.2372,74.3423,India,IN,IND,Jammu and Kashm?r,,8756,1356150779
Chakwai,Chakwai,25.0543,85.662,India,IN,IND,Bih?r,,11451,1356150821
Harpanahalli,Harpanahalli,14.7877,75.9886,India,IN,IND,Karn?taka,,55317,1356150852
Ch?manch?ri,Chemancheri,11.4116,75.735,India,IN,IND,Kerala,,32532,1356150906
Pattiy?rgr?mam,Pattiyurgramam,9.2,76.5,India,IN,IND,Kerala,,22184,1356150925
Harl?khi,Harlakhi,26.6353,85.9842,India,IN,IND,Bih?r,,9427,1356150964
Ippag?dem,Ippagudem,17.7668,79.3751,India,IN,IND,Andhra Pradesh,,9892,1356151123
Manubolu,Manubolu,14.1833,79.8833,India,IN,IND,Andhra Pradesh,,9838,1356151260
Ch?kia,Chakia,26.416,85.0467,India,IN,IND,Bih?r,,21948,1356151353
Kolw?ra,Kolwara,25.3538,86.77,India,IN,IND,Bih?r,,14430,1356151383
Gonikoppal,Gonikoppal,12.183,75.9294,India,IN,IND,Karn?taka,,9592,1356151416
P?midi,Pamidi,14.95,77.5833,India,IN,IND,Andhra Pradesh,,26886,1356151467
Hath?aundha,Hathiaundha,25.7223,86.9972,India,IN,IND,Bih?r,,15168,1356151591
Chhatarpur,Chhatarpur,28.4565,77.0032,India,IN,IND,Delhi,,10000,1356151658
Ahmadpur,Ahmadpur,18.7,76.9333,India,IN,IND,Mah?r?shtra,,44000,1356151690
Bes?rh,Besarh,25.9537,87.0491,India,IN,IND,Bih?r,,13384,1356151788
M?nsinghpur Bijrauli,Mansinghpur Bijrauli,25.7552,85.5099,India,IN,IND,Bih?r,,10987,1356151886
Ganapavaram,Ganapavaram,15.9232,80.5856,India,IN,IND,Andhra Pradesh,,12859,1356151920
Nanjund?puram,Nanjundapuram,11.0857,76.8726,India,IN,IND,Tamil N?du,,9643,1356151928
Khiml?sa,Khimlasa,24.2058,78.3639,India,IN,IND,Madhya Pradesh,,11585,1356152023
Panchkula,Panchkula,30.74,76.8,India,IN,IND,Hary?na,minor,211355,1356152025
Aur?hi,Aurahi,26.1895,87.3372,India,IN,IND,Bih?r,,16088,1356152123
Dabhaura,Dabhaura,25.1162,81.3044,India,IN,IND,Madhya Pradesh,,9544,1356152184
Daulatpur,Daulatpur,25.3682,87.8983,India,IN,IND,West Bengal,,9565,1356152465
Chinna Mupparam,Chinna Mupparam,17.6319,79.8411,India,IN,IND,Andhra Pradesh,,8767,1356152615
Amarw?ra,Amarwara,22.2978,79.1694,India,IN,IND,Madhya Pradesh,,15966,1356152620
Sapahi,Sapahi,26.6517,84.8526,India,IN,IND,Bih?r,,10721,1356152654
Vikrav?ndi,Vikravandi,12.0369,79.546,India,IN,IND,Tamil N?du,,13391,1356152686
S?sth?nkotta,Sasthankotta,9.0365,76.6239,India,IN,IND,Kerala,,32330,1356152722
K?tek?ra,Kotekara,12.7929,74.8722,India,IN,IND,Karn?taka,,18907,1356152754
Coringa,Coringa,16.8,82.2333,India,IN,IND,Andhra Pradesh,,12495,1356152808
Gothva,Gothva,23.4781,72.5624,India,IN,IND,Gujar?t,,13132,1356152956
Majhua,Majhua,26.014,87.3018,India,IN,IND,Bih?r,,18590,1356153023
Dumka,Dumka,24.42,87.34,India,IN,IND,Jh?rkhand,,47584,1356153239
Sembedu,Sembedu,13.1298,79.5634,India,IN,IND,Tamil N?du,,14922,1356153290
Sattenapalle,Sattenapalle,16.3962,80.1497,India,IN,IND,Andhra Pradesh,,56721,1356153330
Jal?lpur,Jalalpur,26.0433,84.5041,India,IN,IND,Bih?r,,9773,1356153368
Godhra,Godhra,20.9231,70.9214,India,IN,IND,Gujar?t,,9631,1356153394
Tapa,Tapa,30.2979,75.3694,India,IN,IND,Punjab,,24970,1356153642
Khagam,Khagam,27.32,95.9,India,IN,IND,,,9508,1356153688
Naduvattam,Naduvattam,11.4808,76.5437,India,IN,IND,Tamil N?du,,15008,1356153745
Yenkuv?rig?dem,Yenkuvarigudem,17.2055,81.1598,India,IN,IND,Andhra Pradesh,,12277,1356153760
Jal?lpur,Jalalpur,20.9491,72.9136,India,IN,IND,Gujar?t,,16246,1356153767
Patjirwa,Patjirwa,26.8084,84.3847,India,IN,IND,Bih?r,,27535,1356153786
Chandia,Chandia,23.6565,80.7091,India,IN,IND,Madhya Pradesh,,17088,1356153825
Kheda,Kheda,22.75,72.68,India,IN,IND,Gujar?t,,102587,1356153866
Besagarahalli,Besagarahalli,12.6333,77,India,IN,IND,Karn?taka,,10669,1356153935
Jagann?thpur,Jagannathpur,22.2211,85.6392,India,IN,IND,Jh?rkhand,,8599,1356154042
Ann?r,Annur,11.2325,77.1069,India,IN,IND,Tamil N?du,,23828,1356154050
Dumra,Dumra,26.5671,85.5204,India,IN,IND,Bih?r,,19186,1356154118
Paniem,Paniem,15.5167,78.35,India,IN,IND,Andhra Pradesh,,14565,1356154152
?jh?na,Ujhana,29.7155,76.1341,India,IN,IND,Hary?na,,11696,1356154314
H?ngal,Hangal,14.7646,75.1246,India,IN,IND,Karn?taka,,33011,1356154406
Thikriw?la,Thikriwala,30.4328,75.5261,India,IN,IND,Punjab,,10080,1356154407
Yalamak?ru,Yalamakuru,15.5103,77.5249,India,IN,IND,Andhra Pradesh,,95149,1356154626
Mankara,Mankara,10.75,76.4333,India,IN,IND,Kerala,,17787,1356154818
Jh?rsugra,Jharsugra,21.85,84.03,India,IN,IND,Odisha,,124500,1356155035
Jujh?rpur,Jujharpur,25.7514,87.9634,India,IN,IND,West Bengal,,8665,1356155162
R?m?reddi,Ramareddi,18.411,78.3674,India,IN,IND,Andhra Pradesh,,10647,1356155190
Khiria Jh?nsi,Khiria Jhansi,25.4639,78.5829,India,IN,IND,Uttar Pradesh,,25000,1356155230
Dim?pur,Dimapur,25.9092,93.7266,India,IN,IND,Assam,,122834,1356155429
Kishunpur,Kishunpur,25.3272,87.7173,India,IN,IND,Bih?r,,11237,1356155445
Velakalnattam,Velakalnattam,12.5505,78.4429,India,IN,IND,Tamil N?du,,8735,1356155564
Kumbh?ri,Kumbhari,21.2088,83.6467,India,IN,IND,Odisha,,10636,1356155567
Tarn T?ran,Tarn Taran,31.4519,74.9278,India,IN,IND,Punjab,,73638,1356155717
Velair,Velair,18.0071,79.3272,India,IN,IND,Andhra Pradesh,,12121,1356155810
Shedbal,Shedbal,16.6892,74.7543,India,IN,IND,Mah?r?shtra,,15278,1356155863
Nab?nagar,Nabinagar,24.62,84.12,India,IN,IND,Bih?r,,25041,1356155865
Kampli,Kampli,15.4063,76.6001,India,IN,IND,Karn?taka,,46701,1356155899
Khagaul,Khagaul,25.579,85.0456,India,IN,IND,Bih?r,,63763,1356155902
Bok?kh?t,Bokakhat,26.6402,93.6005,India,IN,IND,Assam,,11674,1356155935
Kurichedu,Kurichedu,15.9,79.5833,India,IN,IND,Andhra Pradesh,,9027,1356156113
Triprang?tt?r,Triprangottur,11.7843,75.6559,India,IN,IND,Kerala,,29911,1356156198
Narippatta,Narippatta,11.6972,75.7181,India,IN,IND,Kerala,,21304,1356156200
Bagahi,Bagahi,26.7632,84.467,India,IN,IND,Bih?r,,17798,1356156215
Tadhwa Nandpur,Tadhwa Nandpur,26.7556,84.4326,India,IN,IND,Bih?r,,9617,1356156219
Mainpuri,Mainpuri,27.23,79.02,India,IN,IND,Uttar Pradesh,,136557,1356156341
Lingamparti,Lingamparti,17.2827,82.1231,India,IN,IND,Andhra Pradesh,,12967,1356156344
Enumulapalle,Enumulapalle,14.1446,77.8166,India,IN,IND,Andhra Pradesh,,10709,1356156404
Amingaon,Amingaon,26.23,91.67,India,IN,IND,Assam,,8595,1356156486
Kattiyeri,Kattiyeri,11.8764,75.8542,India,IN,IND,Kerala,,16698,1356156506
Kanchanpalli,Kanchanpalli,17.7427,79.3128,India,IN,IND,Andhra Pradesh,,8987,1356156655
Bar?on,Baraon,25.4551,84.2661,India,IN,IND,Bih?r,,13021,1356156731
K?yankulam,Kayankulam,9.172,76.501,India,IN,IND,Kerala,,68634,1356157010
Vinjam,Vinjam,13.2544,79.263,India,IN,IND,Andhra Pradesh,,8837,1356157126
Mirganj,Mirganj,26.3638,84.364,India,IN,IND,Bih?r,,26240,1356157202
Kalakk?du,Kalakkadu,8.5138,77.5494,India,IN,IND,Tamil N?du,,35758,1356157318
Parambil,Parambil,11.5575,75.7605,India,IN,IND,Kerala,,32784,1356157325
Virudunagar,Virudunagar,9.568,77.9624,India,IN,IND,Tamil N?du,,72296,1356157444
Patti,Patti,31.28,74.86,India,IN,IND,Punjab,,40976,1356157475
Barmh?n Kal?n,Barmhan Kalan,19.1972,72.9722,India,IN,IND,Madhya Pradesh,,2537000,1356157519
Koll?ru,Kolluru,16.1847,80.7961,India,IN,IND,Andhra Pradesh,,16079,1356157661
D?chepalle,Dachepalle,16.6,79.7333,India,IN,IND,Andhra Pradesh,,19042,1356157736
Ratnahalli,Ratnahalli,12.3652,76.502,India,IN,IND,Karn?taka,,9584,1356157793
Sit?rganj,Sitarganj,28.93,79.7,India,IN,IND,Uttar?khand,,148266,1356157911
Talwandi Bhai,Talwandi Bhai,30.8622,74.9285,India,IN,IND,Punjab,,17285,1356157945
Talupula,Talupula,14.25,78.2667,India,IN,IND,Andhra Pradesh,,11213,1356157946
Meghraj,Meghraj,23.5,73.5,India,IN,IND,Gujar?t,,11363,1356158185
L?bhgaon,Labhgaon,25.5062,86.3899,India,IN,IND,Bih?r,,10165,1356158425
T?digadapa,Tadigadapa,16.4713,80.697,India,IN,IND,Andhra Pradesh,,17090,1356158447
Jagatpur,Jagatpur,26.3738,86.0509,India,IN,IND,Bih?r,,9750,1356158599
Sindgi,Sindgi,16.92,76.234,India,IN,IND,Karn?taka,,40000,1356158626
Sindhn?r,Sindhnur,15.77,76.7556,India,IN,IND,Karn?taka,,14906,1356158630
Gudim?lakhandrika,Gudimulakhandrika,16.382,81.7335,India,IN,IND,Andhra Pradesh,,9222,1356158755
Sukhsena,Sukhsena,25.6881,87.1194,India,IN,IND,Bih?r,,9795,1356158778
B?ler,Baler,26.9042,81.1923,India,IN,IND,R?jasth?n,,27207,1356158926
Mev?ni,Mevani,11.5,77.5333,India,IN,IND,Tamil N?du,,10000,1356158938
K?dligi,Kudligi,14.905,76.3853,India,IN,IND,Karn?taka,,28840,1356159023
Sendamangalam,Sendamangalam,11.7431,79.379,India,IN,IND,Tamil N?du,,9513,1356159117
R?iganj,Raiganj,25.62,88.12,India,IN,IND,West Bengal,,183612,1356159126
Timm?pur,Timmapur,19.0484,78.6414,India,IN,IND,Andhra Pradesh,,22608,1356159166
Gangaikond?n,Gangaikondan,11.5389,79.4765,India,IN,IND,Tamil N?du,,13837,1356159185
Kuniyamutt?r,Kuniyamuttur,10.9638,76.9525,India,IN,IND,Tamil N?du,,77748,1356159324
Vedappatti,Vedappatti,10.9988,76.896,India,IN,IND,Tamil N?du,,12846,1356159350
Ettimadai,Ettimadai,10.8911,76.9087,India,IN,IND,Tamil N?du,,9956,1356159411
Ikkarai Boluv?mpatti,Ikkarai Boluvampatti,10.9669,76.7996,India,IN,IND,Tamil N?du,,9645,1356159442
Mangalampud?r,Mangalampudur,10.8167,76.65,India,IN,IND,Tamil N?du,,11879,1356159456
Etacheri,Etacheri,10.6028,76.6444,India,IN,IND,Tamil N?du,,17537,1356159463
P?luvappatti,Puluvappatti,10.963,76.8158,India,IN,IND,Tamil N?du,,15792,1356159468
Aras?r,Arasur,11.0866,77.1146,India,IN,IND,Tamil N?du,,11469,1356159493
Kaniy?r,Kaniyur,11.093,77.156,India,IN,IND,Tamil N?du,,10930,1356159500
S?mal?puram,Samalapuram,11.0724,77.198,India,IN,IND,Tamil N?du,,19410,1356159517
Anand?puram,Anandapuram,11.09,76.9422,India,IN,IND,Tamil N?du,,12993,1356159561
Pallarimangalam,Pallarimangalam,10.0617,77.059,India,IN,IND,Kerala,,10875,1356159577
N?lamb?r,Nilambur,11.059,77.0838,India,IN,IND,Tamil N?du,,19096,1356159587
P?k?la,Pakala,13.4667,79.1167,India,IN,IND,Andhra Pradesh,,21565,1356159620
Pathiyanikunnu,Pathiyanikunnu,8.7733,76.8801,India,IN,IND,Kerala,,25007,1356159683
Ottaikk?lmantapam,Ottaikkalmantapam,10.8827,76.9943,India,IN,IND,Tamil N?du,,13622,1356159706
Tirumalaiyamp?laiyam,Tirumalaiyampalaiyam,10.879,76.9295,India,IN,IND,Tamil N?du,,14699,1356159709
Patori,Patori,25.9665,86.5471,India,IN,IND,Bih?r,,10995,1356159847
Olalap?di,Olalapadi,10.7979,76.8923,India,IN,IND,Tamil N?du,,8742,1356159884
Mulav?r,Mulavur,10.0111,76.6056,India,IN,IND,Kerala,,33901,1356159981
Tirkar?r,Tirkarur,10.0667,76.6167,India,IN,IND,Kerala,,14424,1356160008
Kall?d,Kallad,9.95,76.6667,India,IN,IND,Kerala,,12838,1356160011
Masakkavundanchettip?laiyam,Masakkavundanchettipalaiyam,11.1473,77.0756,India,IN,IND,Tamil N?du,,10961,1356160022
Moparip?laiyam,Moparipalaiyam,11.1332,77.147,India,IN,IND,Tamil N?du,,11526,1356160042
Amala,Amala,9.859,76.8112,India,IN,IND,Kerala,,11218,1356160058
Kottapadi,Kottapadi,10.0667,76.6,India,IN,IND,Kerala,,12990,1356160062
K?dan?d,Kodanad,10.18,76.51,India,IN,IND,Kerala,,14244,1356160107
Assamannur,Assamannur,10.1129,76.5517,India,IN,IND,Kerala,,19311,1356160119
Mudakkiraye,Mudakkiraye,9.95,76.55,India,IN,IND,Kerala,,16499,1356160123
R?yamangalam,Rayamangalam,10.0879,76.5088,India,IN,IND,Kerala,,27537,1356160126
Kurumbap?laiyam,Kurumbapalaiyam,11.1053,76.9217,India,IN,IND,Tamil N?du,,18749,1356160161
Srvanampatti,Srvanampatti,11.0764,77.0045,India,IN,IND,Tamil N?du,,23412,1356160163
Vil?ngurichchi,Vilangurichchi,11.0709,77.0178,India,IN,IND,Tamil N?du,,12043,1356160164
K?lappatti,Kalappatti,11.0794,77.0371,India,IN,IND,Tamil N?du,,29084,1356160168
Iramala,Iramala,10.0374,76.5135,India,IN,IND,Kerala,,19137,1356160202
Mann?r,Mannur,9.9083,76.4583,India,IN,IND,Kerala,,16457,1356160211
Payipira,Payipira,10.025,76.5569,India,IN,IND,Kerala,,24000,1356160218
Mulak?d,Mulakad,9.8902,76.6546,India,IN,IND,Kerala,,14651,1356160234
Payimattam,Payimattam,10.0255,76.4507,India,IN,IND,Kerala,,19711,1356160244
Pottanik?d,Pottanikad,10.0061,76.6808,India,IN,IND,Kerala,,19309,1356160246
Kannamangalam,Kannamangalam,10.05,77.05,India,IN,IND,Kerala,,55738,1356160247
V?rapatti,Varapatti,10.0167,76.6167,India,IN,IND,Kerala,,18867,1356160252
Mayil?r,Mayilur,9.942,76.6395,India,IN,IND,Kerala,,16044,1356160263
